20 1563 0.1
31 1166 -0.1
31 1169 0.1
34 3190 -0.7
34 3200 -0.6
35 3190 -0.1
35 3200 0.5
35 3201 0.2
38 1156 -0.1
51 1155 0.7
51 1156 1.1
52 1156 0.3
52 1160 -0.1
52 1161 0.1
53 1155 0.1
53 1170 -0.1
53 1171 0.1
58 2005 0.2
58 2006 -0.1
59 2005 -0.3
60 2004 0.6
60 2005 0.1
61 2004 -0.2
61 2005 -0.1
62 3198 -0.1
62 3200 0.1
62 3201 -0.1
63 3198 0.1
64 2005 0.1
65 2005 0.1
65 2008 -0.1
65 3167 0.1
66 2008 0.2
67 2010 -0.1
67 3166 -0.1
67 3168 0.2
67 3171 -0.1
68 3166 -0.1
68 3167 -0.1
70 2005 0.2
70 2010 -0.1
71 2003 0.1
71 2004 0.2
71 2005 0.3
71 2006 0.2
72 1933 -0.1
72 1940 -0.1
73 1933 0.2
73 2003 -0.1
73 2006 0.1
74 1933 -0.1
74 2003 -0.1
74 2005 0.1
75 2004 -0.1
75 2005 -0.2
75 2006 -0.2
76 2005 0.1
76 2006 0.9
77 2006 -0.3
77 2008 -0.1
80 1934 0.3
80 1935 0.3
81 1930 0.1
81 1933 -0.1
81 1935 0.2
81 1939 -0.1
83 1930 -0.8
83 1931 -0.1
84 1930 0.1
84 1933 -0.1
85 1928 0.1
85 1930 0.2
86 1929 0.1
86 1930 0.1
87 1931 -0.1
87 1932 0.1
88 1929 -0.1
88 1930 -0.1
88 1931 0.1
89 1931 0.1
90 1930 0.1
90 1931 -0.1
92 1933 0.2
93 1932 -0.1
95 1933 -0.1
136 3157 -0.2
136 3158 0.2
137 3157 0.1
150 1971 0.2
150 1972 -0.1
151 1966 -0.1
151 1968 -0.1
151 1969 0.1
151 1970 -0.1
151 1972 0.2
151 1973 -0.1
152 1968 0.6
152 1969 -0.4
152 1970 0.2
152 1972 -0.3
152 1973 0.4
153 1960 0.1
153 1968 -0.1
153 1969 0.1
153 1970 0.1
154 1960 0.3
154 1968 -0.1
154 3171 -0.1
155 1932 -0.1
155 1933 -0.1
155 1958 0.1
155 1959 0.3
155 1960 0.3
155 1961 0.2
155 2003 -0.2
156 1930 0.2
156 1940 -0.1
156 1941 -0.1
156 1943 0.2
156 1953 -0.1
156 1954 0.1
157 1924 0.1
157 1926 -0.3
157 1927 -0.1
157 1928 -0.1
157 1944 -0.1
157 1950 0.1
158 1926 -0.3
158 1927 -0.1
158 1949 0.2
158 1950 0.7
158 1951 0.2
158 3209 0.1
159 1923 -0.1
159 1927 -0.1
159 1951 -0.1
159 3209 -0.1
160 1923 -0.1
160 1926 -0.1
161 1926 -0.1
170 1928 -0.1
183 1972 0.2
183 1973 -0.1
184 1970 -0.1
184 1971 -0.1
184 1972 0.1
266 3376 0.2
268 3371 0.1
268 3372 0.1
268 3374 0.1
268 3375 -0.2
268 3376 -0.2
269 3371 -0.1
269 3376 -0.1
270 3369 -0.1
270 3371 -0.1
270 3372 0.2
270 3374 -0.3
270 3376 -0.2
270 3377 -0.1
270 3378 0.1
271 3371 -0.1
271 3372 0.8
271 3373 0.1
271 3374 0.3
271 3376 -0.1
271 3377 -0.1
272 3371 0.1
272 3372 0.1
272 3376 -0.1
273 3375 -0.2
274 3375 -0.1
274 3376 -0.1
275 3371 -0.1
275 3378 0.2
275 3379 0.1
276 3367 -0.1
276 3368 -0.1
277 3367 0.1
278 3368 -0.1
278 3369 0.1
278 3370 -0.2
278 3371 0.2
278 3378 1.0
278 3379 -0.2
278 3381 0.1
279 3369 0.2
279 3370 -0.1
290 3325 0.1
290 3326 -0.1
295 3326 1.0
296 3326 -0.1
299 3365 -0.1
301 3368 -0.1
301 3369 -0.1
301 3370 0.2
301 3376 -0.1
301 3378 -0.2
301 3379 -0.1
302 3369 -0.1
302 3371 0.7
302 3372 -0.2
303 3369 -0.1
305 3385 -0.1
307 3382 -0.2
307 3383 0.2
308 3364 -0.1
308 3365 -0.1
308 3380 0.1
308 3382 -0.2
308 3383 0.3
308 3384 -0.1
308 3385 0.2
309 3385 0.1
309 3388 -0.1
310 3327 -0.1
310 3330 -0.1
310 3353 -0.1
310 3362 0.1
310 3363 0.1
310 3385 0.1
310 3387 -0.1
310 3388 -0.3
310 3389 -0.4
310 3390 0.3
311 3353 0.4
311 3362 0.1
312 3352 0.1
312 3353 -0.3
312 3357 -0.1
313 3352 -0.3
313 3353 -0.1
313 3357 0.1
314 3344 0.1
314 3346 -0.1
314 3348 0.1
314 3351 -0.1
314 3352 0.7
314 3354 -0.1
314 3357 0.1
314 3358 -0.2
314 3425 -0.1
316 3344 0.2
316 3345 -0.1
316 3346 -0.3
316 3347 0.1
316 3348 0.2
316 3349 -0.1
316 3351 -0.1
316 3352 0.2
316 3353 0.1
316 3357 -0.2
